Item;Departamento;Código Divipola Departamento;Municipio;Código Divipola Municipio;Programa;Año de Asignación;Estado de Postulación;Hogares;Valor Asignado
1,638;ATLANTICO;8;GALAPA;296;MI CASA YA;2,022;Asignados;1;30,000,000
1,639;ATLANTICO;8;GALAPA;296;MI CASA YA;2,022;Asignados;1;30,000,000
1,640;ATLANTICO;8;GALAPA;296;MI CASA YA;2,022;Asignados;1;30,000,000
1,641;ATLANTICO;8;GALAPA;296;MI CASA YA;2,022;Asignados;1;30,000,000
1,642;ATLANTICO;8;GALAPA;296;MI CASA YA;2,022;Asignados;1;30,000,000
1,643;ATLANTICO;8;GALAPA;296;MI CASA YA;2,022;Asignados;1;30,000,000
1,644;ATLANTICO;8;GALAPA;296;MI CASA YA;2,022;Asignados;1;30,000,000
1,645;ATLANTICO;8;GALAPA;296;MI CASA YA;2,022;Asignados;1;20,000,000
1,646;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;5;150,000,000
1,647;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;4;120,000,000
1,648;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;4;120,000,000
1,649;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;4;120,000,000
1,650;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;3;90,000,000
1,651;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;3;90,000,000
1,652;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;3;81,767,340
1,653;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;2;60,000,000
1,654;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;2;60,000,000
1,655;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;2;60,000,000
1,656;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;2;50,000,000
1,657;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;1;30,000,000
1,658;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;1;30,000,000
1,659;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;1;30,000,000
1,660;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;1;30,000,000
1,661;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;1;30,000,000
1,662;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;1;30,000,000
1,663;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;1;30,000,000
1,664;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;1;30,000,000
1,665;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;1;30,000,000
1,666;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Apto con subsidio vencido;1;30,000,000
1,667;ATLANTICO;8;MALAMBO;433;MI CASA YA;2,022;Asignados;1;20,000,000
1,668;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;66;1,980,000,000
1,669;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;58;1,680,000,000
1,670;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;34;1,000,000,000
1,671;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;26;780,000,000
1,672;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;23;690,000,000
1,673;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;21;610,000,000
1,674;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;21;600,000,000
1,675;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;19;550,000,000
1,676;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;19;550,000,000
1,677;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;15;430,000,000
1,678;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;14;354,325,140
1,679;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;13;390,000,000
1,680;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;13;370,000,000
1,681;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;12;360,000,000
1,682;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;12;350,000,000
1,683;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;12;350,000,000
1,684;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;11;330,000,000
1,685;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;11;320,000,000
1,686;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;9;260,000,000
1,687;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;8;240,000,000
1,688;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;8;240,000,000
1,689;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;7;210,000,000
1,690;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;7;200,000,000
1,691;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;5;150,000,000
1,692;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;5;150,000,000
1,693;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;5;150,000,000
1,694;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;5;150,000,000
1,695;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;5;150,000,000
1,696;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;5;150,000,000
1,697;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;5;150,000,000
1,698;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;4;120,000,000
1,699;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;4;120,000,000
1,700;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;4;120,000,000
1,701;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;4;110,000,000
1,702;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;3;90,000,000
1,703;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;2;60,000,000
1,704;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;2;60,000,000
1,705;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;2;60,000,000
1,706;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;2;60,000,000
1,707;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;2;60,000,000
1,708;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;1;30,000,000
1,709;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;1;30,000,000
1,710;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;1;30,000,000
1,711;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;1;30,000,000
1,712;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;1;30,000,000
1,713;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;1;30,000,000
1,714;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;1;30,000,000
1,715;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;1;30,000,000
1,716;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Apto con subsidio vencido;1;30,000,000
1,717;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;1;20,000,000
1,718;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;1;20,000,000
1,719;ATLANTICO;8;SABANAGRANDE;634;MI CASA YA;2,022;Asignados;1;20,000,000
1,720;ATLANTICO;8;SABANAGRANDE;634;Semillero de Propietarios Arriendo;2,022;Asignados;1;14,321,664
1,721;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;23;536,030,340
1,722;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;16;460,000,000
1,723;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;11;320,000,000
1,724;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;7;210,000,000
1,725;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;7;200,000,000
1,726;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;6;170,000,000
1,727;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;5;130,000,000
1,728;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;4;120,000,000
1,729;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;4;120,000,000
1,730;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;4;110,000,000
1,731;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;3;90,000,000
1,732;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;3;90,000,000
1,733;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;3;70,000,000
1,734;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;3;60,000,000
1,735;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;2;60,000,000
1,736;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;2;60,000,000
1,737;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;2;60,000,000
1,738;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;2;60,000,000
1,739;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;2;50,000,000
1,740;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;2;50,000,000
1,741;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;2;40,000,000
1,742;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;2;40,000,000
1,743;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;30,000,000
1,744;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;30,000,000
1,745;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;30,000,000
1,746;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;30,000,000
1,747;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;30,000,000
1,748;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;30,000,000
1,749;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Renuncias al subsidio;1;30,000,000
1,750;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;30,000,000
1,751;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;30,000,000
1,752;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;30,000,000
1,753;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;30,000,000
1,754;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;20,000,000
1,755;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;20,000,000
1,756;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;20,000,000
1,757;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;20,000,000
1,758;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;20,000,000
1,759;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;20,000,000
1,760;ATLANTICO;8;SABANALARGA;638;MI CASA YA;2,022;Asignados;1;20,000,000
1,761;ATLANTICO;8;SABANALARGA;638;Programa Vivienda Gratuita Fase II;2,022;Asignados;8;654,138,720
1,762;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;33;352,928,383
1,763;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;32;344,752,042
1,764;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;30;324,673,137
1,765;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;27;293,392,837
1,766;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;24;260,288,887
1,767;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;24;257,207,143
1,768;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;23;244,871,490
1,769;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;18;195,775,641
1,770;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;17;185,085,041
1,771;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;17;185,028,761
1,772;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;17;184,940,879
1,773;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;15;162,986,789
1,774;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;12;130,330,694
1,775;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;11;119,779,710
1,776;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;9;97,082,051
1,777;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;7;75,170,921
1,778;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;5;54,430,474
1,779;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;2;21,804,122
1,780;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;2;21,797,006
1,781;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;1;10,902,284
1,782;ATLANTICO;8;SOLEDAD;758;Casa Digna Vida Digna;2,022;Asignados;1;10,630,864
1,783;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;745;21,310,000,000
1,784;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;509;14,440,000,000
1,785;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;379;9,439,585,140
1,786;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;193;5,580,000,000
1,787;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;186;5,210,000,000
1,788;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;174;5,070,000,000
1,789;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;174;4,980,000,000
1,790;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;156;4,500,000,000
1,791;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;156;4,390,000,000
1,792;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;152;4,360,000,000
1,793;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;142;4,060,000,000
1,794;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;131;3,810,000,000
1,795;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;130;3,720,000,000
1,796;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;125;3,620,000,000
1,797;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;118;3,350,000,000
1,798;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;109;3,090,000,000
1,799;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;103;3,020,000,000
1,800;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;102;2,917,255,780
1,801;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;93;2,670,000,000
1,802;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;92;2,670,000,000
1,803;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;92;2,650,000,000
1,804;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;89;2,540,000,000
1,805;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;88;2,510,000,000
1,806;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;87;2,520,000,000
1,807;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;83;2,370,000,000
1,808;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;82;2,290,000,000
1,809;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;77;2,270,000,000
1,810;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;63;1,820,000,000
1,811;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;61;1,690,000,000
1,812;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;54;1,550,000,000
1,813;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;52;1,480,000,000
1,814;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;48;1,380,000,000
1,815;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;46;1,330,000,000
1,816;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;46;1,330,000,000
1,817;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;44;1,260,000,000
1,818;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;41;1,200,000,000
1,819;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;40;1,140,000,000
1,820;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;39;1,120,000,000
1,821;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;39;1,110,000,000
1,822;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;39;1,080,000,000
1,823;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;38;1,060,000,000
1,824;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;37;1,070,000,000
1,825;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;36;920,000,000
1,826;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;34;930,000,000
1,827;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;33;930,000,000
1,828;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;30;850,000,000
1,829;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;29;780,000,000
1,830;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;28;750,000,000
1,831;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;27;780,000,000
1,832;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;26;750,000,000
1,833;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;26;710,000,000
1,834;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;25;740,000,000
1,835;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;24;700,000,000
1,836;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;24;640,000,000
1,837;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;17;490,000,000
1,838;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;16;450,000,000
1,839;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;11;300,000,000
1,840;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;11;280,000,000
1,841;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;9;250,000,000
1,842;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;9;190,000,000
1,843;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;6;170,000,000
1,844;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;5;130,000,000
1,845;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;5;100,000,000
1,846;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;5;100,000,000
1,847;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;5;100,000,000
1,848;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;4;120,000,000
1,849;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;4;120,000,000
1,850;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;4;90,000,000
1,851;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;2;60,000,000
1,852;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;2;60,000,000
1,853;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Apto con subsidio vencido;2;60,000,000
1,854;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;2;60,000,000
1,855;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;2;60,000,000
1,856;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;2;60,000,000
1,857;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;2;60,000,000
1,858;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;2;50,000,000
1,859;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;2;50,000,000
1,860;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Apto con subsidio vencido;2;40,000,000
1,861;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;30,000,000
1,862;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;1;30,000,000
1,863;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;30,000,000
1,864;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;30,000,000
1,865;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;30,000,000
1,866;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;30,000,000
1,867;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;30,000,000
1,868;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;30,000,000
1,869;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Apto con subsidio vencido;1;30,000,000
1,870;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Apto con subsidio vencido;1;30,000,000
1,871;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;30,000,000
1,872;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Apto con subsidio vencido;1;30,000,000
1,873;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;30,000,000
1,874;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;30,000,000
1,875;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;30,000,000
1,876;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;1;30,000,000
1,877;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;30,000,000
1,878;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Apto con subsidio vencido;1;30,000,000
1,879;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;30,000,000
1,880;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Apto con subsidio vencido;1;27,255,780
1,881;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;27,255,780
1,882;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Asignados;1;20,000,000
1,883;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;20,000,000
1,884;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;20,000,000
1,885;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;20,000,000
1,886;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;20,000,000
1,887;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Apto con subsidio vencido;1;20,000,000
1,888;ATLANTICO;8;SOLEDAD;758;MI CASA YA;2,022;Renuncias al subsidio;1;20,000,000
1,889;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Ahorro;2,022;Asignados;2;12,000,000
1,890;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Ahorro;2,022;Asignados;1;6,000,000
1,891;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Ahorro;2,022;Asignados;1;6,000,000
1,892;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Ahorro;2,022;Asignados;1;6,000,000
1,893;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Ahorro;2,022;Asignados;1;6,000,000
1,894;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Arriendo;2,022;Asignados;44;675,164,160
1,895;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Arriendo;2,022;Asignados;35;537,062,400
1,896;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Arriendo;2,022;Asignados;19;291,548,160
1,897;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Arriendo;2,022;Asignados;14;214,824,960
1,898;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Arriendo;2,022;Asignados;11;168,791,040
1,899;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Arriendo;2,022;Asignados;9;138,101,760
1,900;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Arriendo;2,022;Asignados;9;138,101,760
1,901;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Arriendo;2,022;Asignados;9;138,101,760
1,902;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Arriendo;2,022;Asignados;7;107,412,480
1,903;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Arriendo;2,022;Asignados;7;106,645,248
1,904;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Arriendo;2,022;Asignados;7;106,645,248
1,905;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Arriendo;2,022;Asignados;7;97,365,696
1,906;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Arriendo;2,022;Asignados;5;73,017,852
1,907;ATLANTICO;8;SOLEDAD;758;Semillero de Propietarios Arriendo;2,022;Asignados;4;61,378,560
